line,label,,
"SIXTEEN Patroclus Fights and Dies So they fought to the death around that benched beaked ship as Patroclus reached Achilles, his great commander, and wept warm tears like a dark spring running down some desolate rock face, its shaded currents flowing.",1,,
"Why, just now she plucked him away, she saved his life when he thought his end had come.",1,,
"Then the priceless ransom for Hector's body: hauling it up from the vaults they piled it high on the wagon's well-made cradle, then they yoked the mules- stamping their sharp hoofs, trained for heavy loads- that the Mysians once gave Priam, princely gifts.",1,,
for example.,1,,
"speaker's nuance of the moment yet retaining, at least.",1,,
of his superiority in battle could be imagined.,1,,
"For wealthy Elis owed my father a heavy debt: four prizewinning thoroughbreds, chariot and all.",1,,
"this prayer for me: let the men escape with their lives if nothing else- don't let these Trojans mow us down in droves!"" So he prayed and the Father filled with pity, seeing Atrides weep.",1,,
It is my pleasure too.,1,,
"change brought by age, to the change brought by learning from suffering",1,,
self is the same force that drives Antigone.,1,,
flinging a spear perhaps,1,,
620,0,,
"recklessly makes his turn, veering left and right, his pair swerving over the course-he can't control them.",1,,
a great beauty wed to a land of rugged spearmen?,1,,
The Wagon: the constellation also known as the Big Dipper and the Great Bear.,1,,
As his racing spirit veeredback and forth.,1,,
good old soldier-if only PaIlas would give me power and drive the weapons offme!,1,,
whirling in flight across his cows to keep them all in line- so far he outhurled the whole field.,1,,
"the beachhead, this is small comfort for Agamemnon; the embassy is a",1,,
"dress his body in deathless, ambrosial robes.",1,,
IMBRASUS (im' -bra-susv: Thracian.,0,,
"And shouting squads of Achaeans raced in for the kill, hoping to drag him off and hurling showers of spears but none could stab or strike the lord of armies now.",1,,
"You and your bluster-you are talking nonsense!"" Seeing his anger flare, field marshal Agamemnon smiled broadly and took back his taunts at once: ""Royal son of Laertes, Odysseus.",1,,
"Where, very rarely, a phrase suggests the departure of the life for some",1,,
recognize Achilles' claim to honor as predominant in battle, in fact these,1,
until.,1,,
"Stop this fighting, now.",1,,
"AETOLlANS (ee-toh'-/i-unz): 2.738, people of AETOLIA (ee-toh'-li-a), a region in northwestern Greece, 2.732.",0,,
"So his remarks are general-he could be attributing the danger of dissension, even fighting,among the Achaeans to Achilles, to Agamemnon, or to both of them.",1,,
"Drivers, rein your horses hard by the trench- the men themselves, armed for assault on foot, we all follow Hector, all in a mass attack.",1,,
"and you will see the towering son of Cronus killing still more hordes, whole armies of Argive soldiers.",1,,
78,0,,
Homer and the Heroic Tradition.,0,,
"""Down from the skies I",1,,
"and put aboard a sacrifice, and Chryseis herself,",1,,
"take the offensive and turn the tables, how victorious advancing units",1,,
formed concept of free and responsible human action?,1,,
209,0,,
"They heaped a single great barrow over the corpse-fire, one great communal grave stretched out across the plain and fronting it threw up looming ramparts quickly, a landward wall for ships and troops themselves, and amidst the wall built gateways fitted strong to open a clear path for driving chariots through.",1,,
BOOK 11:,0,,
15.503.,0,,
51,0,,
760,0,,
lovely Maeonia.,1,,
"SEASONS: goddesses who keep the gates of Olympus, 5.859.",0,,
"But not the Trojans, no .",1,,
The most,1,,
"1tell you this, and so help me it's the truth-",1,,
810,0,,
"of the ambassadors, Phoenix.",1,,
"But she passed the rest and took a cup from Themis, flushed with beauty.",1,,
"And Heracles' son Tlepolemus tall and staunch led nine ships of the proud Rhodians out of Rhodes, the men who lived on Rhodes in three island divisions, Lindos and Ialysus and Camirus' white escarpment, armies led by the famous spearman Tlepolemus whom Astyochea bore to Heracles filled with power.",1,,
"He steadied his balanced shield before his chest, aimed his spear at the man and flung this challenge: ""Surely you must have hoped with all your hean- the great glorious Achilles-that you would raze the proud Trojans' city this very day!",1,,
"No Trojan your rival here, no Lycian can claim to be your better, no- so up with you now!",1,,
"Mother tells me, the immortal goddess Thetis with her glistening feet, that two fates bear me on to the day of death.",1,,
"But far fewer of them went down, remembering always to fight in tight formation, friend defending friend from headlong slaughter.",1,,
"even like the scales held by a widow, working for a pitiful wage, as she",1,,
translated from the original Gaelic and collected in the Highlands by,1,,
590,0,,
But the old seer who knew the cause full well,1,,
740,0,,
140,0,,
"gasping, bathed in sweat rivering down his body, his limbs soaked and sleek ...",1,,
"respondences with Homeric Greek, the historicity of Homer's Iliad",1,,
A god impels all things to their fulfil1ment: Ruin.,1,,
THE ILIAD,0,,
.,1,,
Here comes Aeneas.,1,,
"But strike a pact with me, swear you will defend me",1,,
370,0,,
Let him bow down to me!,1,,
"Now down we go, united-review them as we pass.",1,,
120,0,,
over the course of some five illiterate centuries.,1,,
790,0,,
The old driver will slaughter you on the spot with a sharp bronze blade if you slack offnow and we take a lesser prize.,1,,
"And then, if a man reveres these daughters of Zeus as they draw near him, they will help him greatly and listen to his appeals.",1,,
"Pittheus' daughter, and Clymene, eyes wide, and they soon reached the looming Scaean Gates.",1,,
"for one god or hero to those needed in different cases and positions, has",1,,
from the tale of Achilles' rage and its consequences would be brought,1,,
),1,,
"(2) Trojan ally;son of Talaemenes, eo-commander of the Maeonians, 2.976.",0,,
(Ionic) ran into the dilemma that Aeolic and Ionic forms sometimes,1,,
The immediate predecessors of the printed,1,,
POLYMELA ipo-li-mee' -/a): daughter of Phylas.,0,,
"Now the Achaeans milled among the shipways, shielded round by the looming superstructures, stem on stem drawn up on the first line inland.",1,,
HOMER:,0,,
"POLYDORUS tpo-li-dor' -as): (1) Trojan, son of Priam, killed by Achilles, 20.463.",0,,
critics claim to detect in the text of the poem.,1,,
"[/ So grief gives way to grief, my life one endless sorrow!",1,,
310,0,,
(2) Father of Itymoneus.,0,,
I'm splattered with blood and filth- how could I pray to the lord of storm and lightning?,1,,
None but Telamonian Ajax' giant shield.,1,,
He goes on to describe the spirits of Prayer.,1,,
BOOK 22:,0,,
EPALTES ie-pal'<teez): Trojan ally.,0,,
"{628-58j Trust me, my friend, you'll never force the Trojans back from this corpse with a few stinging taunts- Earth will bury many a man before that.",1,,
long ago you'd have dropped below the Titans.,1,,
"cause and effect than in the other books."" Grote's original Iliad-Ur-",1,,
enough!,1,,
"(""work,"" erqon, is one of Homer's words for what men do in battle)",1,,
they would call me their honored.,1,,
his magnificent build- face-to-face he seemed a deathless god ...,1,,
"CASlJS (ka' -sus): island near Crapathus in the southeastern Aegean, 2.772.",0,,
Trojan horse in assault.,1,,
"came to visit, she ran offwith him, leaving husband and",1,,
40,0,,
"And trampling his chest Achilles tore his gear 011', glorying over him now: ""Lie there with the dead!",1,,
14.272.,0,,
"Then Priam and herald, minds set on the journey home, bedded down for the night within the porch's shelter.",1,,
"Standing round him, loving comrades mourned, and the swift runner Achilles joined them, grieving, weeping warm tears when he saw his steadfast comrade lying dead on the bier.",1,,
CHRYSEIS (kreye-see'-is): daughter of Chryses.,0,,
"might disagree about his date, but everyone believed that he was blind,",1,,
"When they had put aside desire for food and drink, the young men brimmed the mixing bowls with wine and tipping first drops for the god in every cup they poured full rounds for all.",1,,
she charged at Aphrodite.,1,,
Chryses approached the Achaeans' fast ships,1,,
"word-for-word, exactly as I command.",1,,
"""Now storm the ships!",1,,
"Strangers will mark his lands off, stealing his estates.",1,,
"But first he called his ranking chiefs to council beside the ship of Nestor, the warlord born in Pylos.",1,,
when a man can't catch another fleeing on ahead and he can never escape nor his rival overtake him- so the one could never run the other down in his speed nor the other spring away.,1,,
240,0,,
730,0,,
"Nothing they did could thrust him off their lines, Prince Hector roaring on like a torch-not even the picked Athenians led by Menestheus, Peteos' son and backing him came Phidas, Stichius, brave Bias, then the Epean units led by Meges, Phyleus' son.",1,,
"But Zeus could never think of Ruin without a groan whenever he saw Heracles, his own dear son endure some shameful labor Eurystheus forced upon him.",1,,
Panthous' son Buphorbus.,1,,
"They rushed to arms and all the gates flung wide and the Trojan mass surged out, horses, chariots, men on foot-a tremendous roar went up.",1,,
"fine things, a joy to the eye, the work of women's hands.",1,,
I had to spare my teams.,1,,
(2) Trojan killed by Patroclus.,0,,
scholar familiar with Homeric diction).,1,,
killed by Bellerophon.,0,,
110,0,,
20,0,,
what do I need with honor such as that?,1,,
"And old Phoenix first- Zeus loves the man, so let him lead the way.",1,,
"Gouged by my spear YOU'll give me glory now, YOU'll give your life to the famous horseman Death!"" In fast reply Tlepolemus raised his ashen spear and the same moment shafts flew from their hands and Sarpedon hit him square across the neck, the spear went ramming through-pure agony- black night came swirling down across his eyes.",1,,
The proportion of direct speech to narrative is such,1,,
TRANSLATOR'S PREFACE,0,,
quick and the dead.,1,,
"Dlomedes, Agamemnon.",1,,
the man of violence seeking shelter.,1,,
You must have something better than this to say.,1,,
"Their father lived in the fortress town of Phera, a man of wealth and worth, born of Alpheus River running wide through Pylian hills, the stream that sired Ortilochus to rule their many men.",1,,
Help either side as the fixed desire drives each god to act.,1,,
"believed that she was sent not by an angel but by the Devil, and burned",1,,
Come-see if we can arm the Achaeans for assault.,1,,
"He begs you to come at once, Boreas, blustering Zephyr, he promises splendid victims-come with a strong blast and light the pyre where Patroclus lies in state and all the Argive armies mourn around him!"" Message delivered, offshe sped as the winds rose with a superhuman roar, stampeding clouds before them.",1,,
"Stupid too, first and last the worst man in the Argive armies- stubborn, bullnecked fool.",1,,
490,0,,
"fine burnished bronze, and released their neighing teams and took their seats by the swift runner Achilles' ship, Myrmidons in their thousands, and he set before them all a handsome funeral feast to meet their hearts' desire.",1,,
"Here's your deathbedl Far from your birthplace, Gyge Lake",1,,
